PM100D  SN:P0038665  Firmware: 2.8.1 -- Sensor: S425C  SN:1801045
Wave 1064nm	Range Auto	Sens 589.03E-6 V/W	Zero 0.00E+0  V
12/16/2024 5:50:45.663 PM	-3.9102E-3	W
12/16/2024 5:50:45.679 PM	-3.9524E-3	W
12/16/2024 5:50:45.722 PM	-3.9945E-3	W
12/16/2024 5:50:45.741 PM	-3.4046E-3	W
12/16/2024 5:50:45.757 PM	-3.8681E-3	W
12/16/2024 5:50:45.774 PM	-3.8259E-3	W
12/16/2024 5:50:45.787 PM	-4.3737E-3	W
12/16/2024 5:50:45.816 PM	-3.9102E-3	W
12/16/2024 5:50:45.836 PM	-3.4467E-3	W
12/16/2024 5:50:45.868 PM	-3.7417E-3	W
12/16/2024 5:50:45.882 PM	-3.5731E-3	W
12/16/2024 5:50:45.923 PM	-3.5310E-3	W
12/16/2024 5:50:45.939 PM	-3.1939E-3	W
12/16/2024 5:50:45.955 PM	-3.9945E-3	W
12/16/2024 5:50:45.971 PM	-4.0366E-3	W
12/16/2024 5:50:45.988 PM	-3.9102E-3	W
12/16/2024 5:50:46.016 PM	-3.4467E-3	W
12/16/2024 5:50:46.031 PM	-3.6995E-3	W
12/16/2024 5:50:46.067 PM	-3.9102E-3	W
12/16/2024 5:50:46.084 PM	-3.1518E-3	W
12/16/2024 5:50:46.122 PM	-3.7838E-3	W
12/16/2024 5:50:46.140 PM	-3.9945E-3	W
12/16/2024 5:50:46.155 PM	-3.6153E-3	W
12/16/2024 5:50:46.169 PM	-3.5731E-3	W
12/16/2024 5:50:46.183 PM	-3.9945E-3	W
12/16/2024 5:50:46.219 PM	-3.8681E-3	W
12/16/2024 5:50:46.245 PM	-4.3316E-3	W
12/16/2024 5:50:46.268 PM	-4.2052E-3	W
12/16/2024 5:50:46.288 PM	-3.4046E-3	W
12/16/2024 5:50:46.320 PM	-3.7838E-3	W
12/16/2024 5:50:46.338 PM	-3.9945E-3	W
12/16/2024 5:50:46.353 PM	-4.7951E-3	W
12/16/2024 5:50:46.372 PM	-4.3316E-3	W
12/16/2024 5:50:46.387 PM	-3.7417E-3	W
12/16/2024 5:50:46.417 PM	-3.5310E-3	W
12/16/2024 5:50:46.447 PM	-3.7838E-3	W
12/16/2024 5:50:46.470 PM	-3.9524E-3	W
12/16/2024 5:50:46.487 PM	-3.5731E-3	W
12/16/2024 5:50:46.520 PM	-4.4580E-3	W
12/16/2024 5:50:46.548 PM	-3.9524E-3	W
12/16/2024 5:50:46.563 PM	-3.6153E-3	W
12/16/2024 5:50:46.579 PM	-3.6995E-3	W
12/16/2024 5:50:46.619 PM	-3.4046E-3	W
12/16/2024 5:50:46.634 PM	-3.8259E-3	W
12/16/2024 5:50:46.669 PM	-4.1630E-3	W
12/16/2024 5:50:46.687 PM	-4.2052E-3	W
12/16/2024 5:50:46.722 PM	-4.0788E-3	W
12/16/2024 5:50:46.738 PM	-4.1630E-3	W
12/16/2024 5:50:46.755 PM	-3.8681E-3	W
12/16/2024 5:50:46.772 PM	-3.6995E-3	W
12/16/2024 5:50:46.787 PM	-3.1518E-3	W
12/16/2024 5:50:46.817 PM	-3.6153E-3	W
12/16/2024 5:50:46.836 PM	-3.9102E-3	W
12/16/2024 5:50:46.869 PM	-3.9945E-3	W
12/16/2024 5:50:46.886 PM	-3.6995E-3	W
12/16/2024 5:50:46.921 PM	-3.9945E-3	W
12/16/2024 5:50:46.950 PM	-3.8681E-3	W
12/16/2024 5:50:46.964 PM	-3.7417E-3	W
12/16/2024 5:50:46.982 PM	-3.4046E-3	W
12/16/2024 5:50:47.017 PM	-3.9945E-3	W
12/16/2024 5:50:47.032 PM	-4.1630E-3	W
12/16/2024 5:50:47.068 PM	-4.0366E-3	W
12/16/2024 5:50:47.085 PM	-3.7417E-3	W
12/16/2024 5:50:47.117 PM	-3.4467E-3	W
12/16/2024 5:50:47.147 PM	-3.9945E-3	W
12/16/2024 5:50:47.162 PM	-3.4046E-3	W
12/16/2024 5:50:47.180 PM	-4.1209E-3	W
12/16/2024 5:50:47.217 PM	-4.2052E-3	W
12/16/2024 5:50:47.232 PM	-4.4159E-3	W
12/16/2024 5:50:47.269 PM	-4.3316E-3	W
12/16/2024 5:50:47.295 PM	-3.7838E-3	W
12/16/2024 5:50:47.320 PM	-4.6687E-3	W
12/16/2024 5:50:47.348 PM	-4.2473E-3	W
12/16/2024 5:50:47.365 PM	-4.3316E-3	W
12/16/2024 5:50:47.381 PM	-4.2894E-3	W
12/16/2024 5:50:47.416 PM	-4.3316E-3	W
12/16/2024 5:50:47.435 PM	-3.9945E-3	W
12/16/2024 5:50:47.469 PM	-4.2473E-3	W
12/16/2024 5:50:47.494 PM	-4.1209E-3	W
12/16/2024 5:50:47.521 PM	-3.7838E-3	W
12/16/2024 5:50:47.542 PM	-4.4580E-3	W
12/16/2024 5:50:47.556 PM	-4.1209E-3	W
12/16/2024 5:50:47.573 PM	-4.0788E-3	W
12/16/2024 5:50:47.589 PM	-3.7417E-3	W
12/16/2024 5:50:47.622 PM	-3.6574E-3	W
12/16/2024 5:50:47.640 PM	-4.2473E-3	W
12/16/2024 5:50:47.666 PM	-3.8259E-3	W
12/16/2024 5:50:47.683 PM	-3.9102E-3	W
12/16/2024 5:50:47.718 PM	-3.9102E-3	W
12/16/2024 5:50:47.736 PM	-3.4467E-3	W
12/16/2024 5:50:47.749 PM	-4.0788E-3	W
12/16/2024 5:50:47.764 PM	-3.9524E-3	W
12/16/2024 5:50:47.779 PM	-3.9945E-3	W
12/16/2024 5:50:47.817 PM	-4.2473E-3	W
12/16/2024 5:50:47.846 PM	-4.0366E-3	W
12/16/2024 5:50:47.869 PM	-4.0366E-3	W
12/16/2024 5:50:47.897 PM	-4.5001E-3	W
12/16/2024 5:50:47.920 PM	-3.5731E-3	W
12/16/2024 5:50:47.948 PM	-3.7838E-3	W
12/16/2024 5:50:47.964 PM	-3.9945E-3	W
12/16/2024 5:50:47.981 PM	-4.1630E-3	W
12/16/2024 5:50:48.017 PM	-4.3316E-3	W
12/16/2024 5:50:48.034 PM	-3.8681E-3	W
12/16/2024 5:50:48.067 PM	-3.8259E-3	W
12/16/2024 5:50:48.084 PM	-3.9102E-3	W
12/16/2024 5:50:48.122 PM	-3.2782E-3	W
