Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
441155	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441160	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441165	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
441170	0.006	0.006	0.04	0.006	0.004	0.02	4.42	5.14	5.06	5.05
441182	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441192	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.05	5.05
441202	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441212	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441222	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
441232	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.05	5.05
441237	0.004	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441295	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
441305	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441315	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.13	5.05	5.05
441325	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441330	0.004	0.006	0.04	0.004	0.004	0.02	4.42	5.14	5.05	5.05
441345	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
441355	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441365	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441375	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441385	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.06
441395	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441405	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441415	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441420	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.06
441425	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
441430	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441435	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441440	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441445	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441450	0.004	0.004	0.04	0.004	0.004	0.02	4.41	5.14	5.06	5.05
441463	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441468	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441473	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441478	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441483	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
441488	0.004	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441493	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441498	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441503	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441508	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
441513	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441518	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441587	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441597	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441607	0.004	0.006	0.04	0.006	0.004	0.02	4.42	5.13	5.06	5.05
441617	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441622	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.06	5.05
441673	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.13	5.06	5.05
441683	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441693	0.004	0.004	0.04	0.004	0.004	0.02	4.42	5.14	5.05	5.05
441703	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.05	5.05
441708	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441713	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441718	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441723	0.004	0.004	0.03	0.006	0.004	0.02	4.41	5.13	5.05	5.05
441728	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
441740	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441750	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
441760	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441770	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.06
441780	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441790	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
441795	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.06
441823	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.13	5.05	5.05
441833	0.004	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441843	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
441853	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
441863	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
441873	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441883	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
441888	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441913	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441923	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
441933	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
441943	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.05
441953	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441963	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.14	5.05	5.05
441973	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.13	5.05	5.05
441978	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
441983	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
441988	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442002	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
442012	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442022	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442032	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442042	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442052	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.13	5.06	5.05
442062	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
442067	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442078	0.004	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442088	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442098	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
442108	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
442118	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442128	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442138	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442148	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.14	5.05	5.05
442153	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442158	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.06
442163	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.06	5.05
442168	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442173	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442178	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442183	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442188	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442193	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442198	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
442213	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442223	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442233	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442243	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442253	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
442263	0.006	0.008	0.04	0.008	0.006	0.02	4.42	5.14	5.06	5.05
442273	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.06	5.05
442283	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442288	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442344	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.06
442354	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442364	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442374	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442379	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442409	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442419	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442429	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442439	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442449	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442459	0.004	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442469	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442474	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.06
442514	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
442524	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442534	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442544	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442554	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.05
442564	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
442574	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
442584	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442594	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442599	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
442610	0.004	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442620	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442630	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442640	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.05	5.05
442650	0.004	0.004	0.04	0.004	0.004	0.02	4.42	5.14	5.06	5.05
442660	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442670	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442680	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442685	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442690	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.13	5.05	5.05
442695	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442700	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442705	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442710	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442715	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
442720	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.05	5.05
442725	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442730	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442735	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
442740	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.05
442745	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442750	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442755	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442760	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442765	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442770	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442775	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442780	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442785	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442790	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
442795	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.05	5.05
442800	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442805	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.13	5.06	5.05
442818	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442823	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
442884	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442894	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442904	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
442914	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442919	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
442972	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
442982	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
442992	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443002	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443007	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.05
443012	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443017	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443030	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443040	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443050	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443060	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.06	5.05
443070	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443080	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443090	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443095	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.06
443119	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443129	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.13	5.05	5.05
443139	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.06
443149	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443159	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443169	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.05	5.05
443179	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
443184	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443199	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443209	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443219	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443229	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
443239	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443249	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443259	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.14	5.06	5.05
443269	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443274	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
443279	0.004	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443284	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443289	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443294	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.13	5.05	5.05
443299	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443304	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443315	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443320	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443325	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443330	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
443335	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.05	5.05
443340	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443345	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443350	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443355	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
443360	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.06	5.05
443365	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443370	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443419	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443429	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.06	5.05
443439	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443449	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443454	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443524	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443534	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443539	0.006	0.006	0.03	0.008	0.006	0.02	4.41	5.14	5.06	5.05
443544	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443549	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443560	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443570	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.13	5.05	5.05
443580	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443590	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.06
443600	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.13	5.05	5.04
443610	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.13	5.05	5.05
443620	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443625	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443646	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.13	5.06	5.05
443656	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.06	5.05
443666	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.13	5.05	5.05
443676	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443686	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443696	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
443706	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443711	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443723	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443733	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.14	5.06	5.05
443743	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
443753	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443763	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.06	5.05
443773	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443783	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443793	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.13	5.06	5.05
443803	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443808	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443833	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
443843	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443853	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443863	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443873	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443883	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
443893	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443898	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443909	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443919	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443929	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443939	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
443949	0.004	0.006	0.04	0.006	0.004	0.02	4.42	5.14	5.05	5.05
443959	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443969	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443979	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
443984	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
443989	0.004	0.004	0.04	0.004	0.004	0.02	4.42	5.13	5.05	5.05
443994	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.14	5.06	5.05
443999	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444013	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
444023	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444033	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
444043	0.006	0.008	0.04	0.008	0.006	0.02	4.42	5.14	5.06	5.05
444053	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444063	0.006	0.006	0.04	0.006	0.004	0.02	4.42	5.14	5.05	5.05
444068	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444086	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444096	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444106	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444116	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.05	5.05
444126	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
444136	0.004	0.006	0.04	0.006	0.004	0.02	4.42	5.13	5.06	5.05
444146	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444151	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.13	5.05	5.05
444170	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.06
444180	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444190	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
444200	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444210	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.05
444220	0.006	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
444230	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444235	0.004	0.006	0.04	0.006	0.004	0.02	4.42	5.14	5.06	5.05
444240	0.006	0.008	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444245	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.05	5.05
444255	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.14	5.06	5.05
444265	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.14	5.06	5.05
444275	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444285	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.14	5.06	5.05
444295	0.004	0.004	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
444305	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444315	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444320	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.05	5.06
444342	0.006	0.008	0.04	0.008	0.006	0.02	4.42	5.14	5.06	5.05
444352	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.14	5.05	5.05
444362	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.14	5.06	5.05
444372	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.14	5.06	5.05
